"id","AREA_5000","CIUDAD_AUTO","PROVINCIA","REGION","ZONA","VIVIENDA","PERIODO","TIPO_VI","JEFEHOGAR"
"13393","Urbano","NA","Imbabura","Sierra","31","8","Nov-13","Casa / villa","Otros miembros del hogar"
"13394","Urbano","NA","Imbabura","Sierra","31","9","Nov-13","Cuarto en casa de inquilinato","NA"
"13395","Urbano","NA","Imbabura","Sierra","31","10","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"13396","Urbano","NA","Imbabura","Sierra","31","11","Nov-13","Casa / villa","Cónyuge"
"13397","Urbano","NA","Imbabura","Sierra","31","12","Nov-13","Casa / villa","Jefe de hogar"
"13398","Urbano","NA","Imbabura","Sierra","31","1","Sep-14","Casa / villa","NA"
"13399","Urbano","NA","Imbabura","Sierra","31","2","Sep-14","Casa / villa","Jefe de hogar"
"13400","Urbano","NA","Imbabura","Sierra","31","3","Sep-14","Departamento en casa o edificio","Jefe(a) y cónyuge"
"13401","Urbano","NA","Imbabura","Sierra","31","4","Sep-14","Casa / villa","Jefe de hogar"
"13402","Urbano","NA","Imbabura","Sierra","31","5","Sep-14","Casa / villa","NA"
"13403","Urbano","NA","Imbabura","Sierra","31","6","Sep-14","Casa / villa","Jefe de hogar"
"13404","Urbano","NA","Imbabura","Sierra","31","7","Sep-14","Casa / villa","Jefe de hogar"
"13405","Urbano","NA","Imbabura","Sierra","31","8","Sep-14","Casa / villa","Jefe de hogar"
"13406","Urbano","NA","Imbabura","Sierra","31","9","Sep-14","Casa / villa","Jefe de hogar"
"13407","Urbano","NA","Imbabura","Sierra","31","10","Sep-14","Casa / villa","NA"
"13408","Urbano","NA","Imbabura","Sierra","31","11","Sep-14","Casa / villa","Cónyuge"
"13409","Urbano","NA","Imbabura","Sierra","31","12","Sep-14","Casa / villa","NA"
"13410","Urbano","NA","Imbabura","Sierra","32","1","Aug-14","Casa / villa","Jefe de hogar"
"13411","Urbano","NA","Imbabura","Sierra","32","2","Aug-14","Mediagua","NA"
"13412","Urbano","NA","Imbabura","Sierra","32","3","Aug-14","Casa / villa","Jefe de hogar"
"13413","Urbano","NA","Imbabura","Sierra","32","4","Aug-14","Casa / villa","Jefe(a) y cónyuge"
"13414","Urbano","NA","Imbabura","Sierra","32","5","Aug-14","Casa / villa","Jefe de hogar"
"13415","Urbano","NA","Imbabura","Sierra","32","6","Aug-14","Casa / villa","Jefe(a) y cónyuge"
"13416","Urbano","NA","Imbabura","Sierra","32","7","Aug-14","Casa / villa","Jefe de hogar"
"13417","Urbano","NA","Imbabura","Sierra","32","8","Aug-14","Casa / villa","Jefe de hogar"
"13418","Urbano","NA","Imbabura","Sierra","32","9","Aug-14","Casa / villa","Jefe(a) y cónyuge"
"13419","Urbano","NA","Imbabura","Sierra","32","10","Aug-14","Casa / villa","Jefe(a) y cónyuge"
"13420","Urbano","NA","Imbabura","Sierra","32","11","Aug-14","Casa / villa","Jefe(a) y cónyuge"
"13421","Urbano","NA","Imbabura","Sierra","32","12","Aug-14","Departamento en casa o edificio","Jefe de hogar"
"13422","Rural","NA","Imbabura","Sierra","999","1","Feb-14","Casa / villa","NA"
"13423","Rural","NA","Imbabura","Sierra","999","2","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"13424","Rural","NA","Imbabura","Sierra","999","3","Feb-14","Mediagua","NA"
"13425","Rural","NA","Imbabura","Sierra","999","4","Feb-14","Mediagua","NA"
"13426","Rural","NA","Imbabura","Sierra","999","5","Feb-14","Mediagua","NA"
"13427","Rural","NA","Imbabura","Sierra","999","6","Feb-14","Mediagua","Jefe de hogar"
"13428","Rural","NA","Imbabura","Sierra","999","7","Feb-14","Casa / villa","NA"
"13429","Rural","NA","Imbabura","Sierra","999","8","Feb-14","Casa / villa","Jefe de hogar"
"13430","Rural","NA","Imbabura","Sierra","999","9","Feb-14","Mediagua","Jefe de hogar"
"13431","Rural","NA","Imbabura","Sierra","999","10","Feb-14","Mediagua","NA"
"13432","Rural","NA","Imbabura","Sierra","999","11","Feb-14","Casa / villa","NA"
"13433","Rural","NA","Imbabura","Sierra","999","12","Feb-14","Mediagua","NA"
"13434","Rural","NA","Imbabura","Sierra","999","1","Nov-13","Casa / villa","NA"
"13435","Rural","NA","Imbabura","Sierra","999","2","Nov-13","Casa / villa","Jefe de hogar"
"13436","Rural","NA","Imbabura","Sierra","999","3","Nov-13","Casa / villa","Jefe de hogar"
"13437","Rural","NA","Imbabura","Sierra","999","3","Nov-13","Casa / villa","NA"
"13438","Rural","NA","Imbabura","Sierra","999","4","Nov-13","Casa / villa","Jefe de hogar"
"13439","Rural","NA","Imbabura","Sierra","999","5","Nov-13","Casa / villa","NA"
"13440","Rural","NA","Imbabura","Sierra","999","6","Nov-13","Casa / villa","NA"
"13441","Rural","NA","Imbabura","Sierra","999","7","Nov-13","Casa / villa","NA"
"13442","Rural","NA","Imbabura","Sierra","999","8","Nov-13","Casa / villa","NA"
"13443","Rural","NA","Imbabura","Sierra","999","9","Nov-13","Casa / villa","Jefe de hogar"
"13444","Rural","NA","Imbabura","Sierra","999","10","Nov-13","Casa / villa","NA"
"13445","Rural","NA","Imbabura","Sierra","999","11","Nov-13","Casa / villa","Jefe de hogar"
"13446","Rural","NA","Imbabura","Sierra","999","12","Nov-13","Casa / villa","Cónyuge"
"13447","Rural","NA","Imbabura","Sierra","999","1","Nov-13","Mediagua","Jefe(a) y cónyuge"
"13448","Rural","NA","Imbabura","Sierra","999","2","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"13449","Rural","NA","Imbabura","Sierra","999","3","Nov-13","Mediagua","Jefe(a) y cónyuge"
"13450","Rural","NA","Imbabura","Sierra","999","4","Nov-13","Casa / villa","NA"
"13451","Rural","NA","Imbabura","Sierra","999","5","Nov-13","Casa / villa","Jefe de hogar"
"13452","Rural","NA","Imbabura","Sierra","999","6","Nov-13","Casa / villa","NA"
"13453","Rural","NA","Imbabura","Sierra","999","7","Nov-13","Casa / villa","Jefe de hogar"
"13454","Rural","NA","Imbabura","Sierra","999","8","Nov-13","Casa / villa","NA"
"13455","Rural","NA","Imbabura","Sierra","999","9","Nov-13","Casa / villa","NA"
"13456","Rural","NA","Imbabura","Sierra","999","10","Nov-13","Casa / villa","Jefe de hogar"
"13457","Rural","NA","Imbabura","Sierra","999","11","Nov-13","Casa / villa","Jefe de hogar"
"13458","Rural","NA","Imbabura","Sierra","999","12","Nov-13","Mediagua","Jefe de hogar"
"13459","Rural","NA","Imbabura","Sierra","999","1","Nov-13","Casa / villa","NA"
"13460","Rural","NA","Imbabura","Sierra","999","2","Nov-13","Casa / villa","NA"
"13461","Rural","NA","Imbabura","Sierra","999","3","Nov-13","Casa / villa","NA"
"13462","Rural","NA","Imbabura","Sierra","999","4","Nov-13","Casa / villa","Jefe de hogar"
"13463","Rural","NA","Imbabura","Sierra","999","5","Nov-13","Casa / villa","NA"
"13464","Rural","NA","Imbabura","Sierra","999","6","Nov-13","Casa / villa","Jefe de hogar"
"13465","Rural","NA","Imbabura","Sierra","999","7","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"13466","Rural","NA","Imbabura","Sierra","999","8","Nov-13","Casa / villa","NA"
"13467","Rural","NA","Imbabura","Sierra","999","9","Nov-13","Casa / villa","NA"
"13468","Rural","NA","Imbabura","Sierra","999","10","Nov-13","Casa / villa","NA"
"13469","Rural","NA","Imbabura","Sierra","999","11","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"13470","Rural","NA","Imbabura","Sierra","999","12","Nov-13","Casa / villa","Jefe de hogar"
"13471","Rural","NA","Imbabura","Sierra","999","1","Dec-13","Casa / villa","Otros miembros del hogar"
"13472","Rural","NA","Imbabura","Sierra","999","2","Dec-13","Casa / villa","NA"
"13473","Rural","NA","Imbabura","Sierra","999","3","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"13474","Rural","NA","Imbabura","Sierra","999","4","Dec-13","Casa / villa","NA"
"13475","Rural","NA","Imbabura","Sierra","999","5","Dec-13","Mediagua","Jefe(a) y cónyuge"
"13476","Rural","NA","Imbabura","Sierra","999","6","Dec-13","Casa / villa","NA"
"13477","Rural","NA","Imbabura","Sierra","999","7","Dec-13","Casa / villa","NA"
"13478","Rural","NA","Imbabura","Sierra","999","8","Dec-13","Casa / villa","Jefe de hogar"
"13479","Rural","NA","Imbabura","Sierra","999","9","Dec-13","Casa / villa","NA"
"13480","Rural","NA","Imbabura","Sierra","999","10","Dec-13","Casa / villa","Cónyuge"
"13481","Rural","NA","Imbabura","Sierra","999","11","Dec-13","Rancho","NA"
"13482","Rural","NA","Imbabura","Sierra","999","12","Dec-13","Casa / villa","NA"
"13483","Rural","NA","Imbabura","Sierra","1","1","Nov-13","Casa / villa","Otros miembros del hogar"
"13484","Rural","NA","Imbabura","Sierra","1","2","Nov-13","Casa / villa","NA"
"13485","Rural","NA","Imbabura","Sierra","1","3","Nov-13","Casa / villa","Otros miembros del hogar"
"13486","Rural","NA","Imbabura","Sierra","1","4","Nov-13","Mediagua","NA"
"13487","Rural","NA","Imbabura","Sierra","1","5","Nov-13","Casa / villa","Jefe de hogar"
"13488","Rural","NA","Imbabura","Sierra","1","6","Nov-13","Casa / villa","Jefe de hogar"
"13489","Rural","NA","Imbabura","Sierra","1","7","Nov-13","Casa / villa","NA"
"13490","Rural","NA","Imbabura","Sierra","1","8","Nov-13","Casa / villa","NA"
"13491","Rural","NA","Imbabura","Sierra","1","9","Nov-13","Casa / villa","Jefe de hogar"
"13492","Rural","NA","Imbabura","Sierra","1","10","Nov-13","Casa / villa","Jefe de hogar"
"13493","Rural","NA","Imbabura","Sierra","1","11","Nov-13","Mediagua","NA"
"13494","Rural","NA","Imbabura","Sierra","1","12","Nov-13","Casa / villa","Jefe de hogar"
"13495","Rural","NA","Imbabura","Sierra","999","1","Dec-13","Casa / villa","NA"
"13496","Rural","NA","Imbabura","Sierra","999","2","Dec-13","Covacha","NA"
"13497","Rural","NA","Imbabura","Sierra","999","3","Dec-13","Mediagua","Jefe de hogar"
"13498","Rural","NA","Imbabura","Sierra","999","4","Dec-13","Casa / villa","NA"
"13499","Rural","NA","Imbabura","Sierra","999","5","Dec-13","Casa / villa","NA"
"13500","Rural","NA","Imbabura","Sierra","999","6","Dec-13","Casa / villa","Jefe de hogar"
"13501","Rural","NA","Imbabura","Sierra","999","7","Dec-13","Casa / villa","NA"
"13502","Rural","NA","Imbabura","Sierra","999","8","Dec-13","Casa / villa","NA"
"13503","Rural","NA","Imbabura","Sierra","999","9","Dec-13","Casa / villa","NA"
"13504","Rural","NA","Imbabura","Sierra","999","10","Dec-13","Casa / villa","NA"
"13505","Rural","NA","Imbabura","Sierra","999","11","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"13506","Rural","NA","Imbabura","Sierra","999","12","Dec-13","Casa / villa","NA"
"13507","Rural","NA","Imbabura","Sierra","999","1","Dec-13","Casa / villa","NA"
"13508","Rural","NA","Imbabura","Sierra","999","2","Dec-13","Casa / villa","NA"
"13509","Rural","NA","Imbabura","Sierra","999","3","Dec-13","Casa / villa","Cónyuge"
"13510","Rural","NA","Imbabura","Sierra","999","4","Dec-13","Casa / villa","NA"
"13511","Rural","NA","Imbabura","Sierra","999","5","Dec-13","Casa / villa","Jefe de hogar"
"13512","Rural","NA","Imbabura","Sierra","999","6","Dec-13","Casa / villa","NA"
"13513","Rural","NA","Imbabura","Sierra","999","7","Dec-13","Casa / villa","NA"
"13514","Rural","NA","Imbabura","Sierra","999","8","Dec-13","Casa / villa","NA"
"13515","Rural","NA","Imbabura","Sierra","999","9","Dec-13","Mediagua","Jefe de hogar"
"13516","Rural","NA","Imbabura","Sierra","999","10","Dec-13","Rancho","Jefe de hogar"
"13517","Rural","NA","Imbabura","Sierra","999","11","Dec-13","Casa / villa","NA"
"13518","Rural","NA","Imbabura","Sierra","999","12","Dec-13","Casa / villa","NA"
"13519","Rural","NA","Imbabura","Sierra","1","1","Dec-13","Casa / villa","Jefe de hogar"
"13520","Rural","NA","Imbabura","Sierra","1","2","Dec-13","Casa / villa","NA"
"13521","Rural","NA","Imbabura","Sierra","1","3","Dec-13","Casa / villa","Jefe de hogar"
"13522","Rural","NA","Imbabura","Sierra","1","4","Dec-13","Casa / villa","NA"
"13523","Rural","NA","Imbabura","Sierra","1","5","Dec-13","Casa / villa","Jefe de hogar"
"13524","Rural","NA","Imbabura","Sierra","1","6","Dec-13","Casa / villa","Jefe de hogar"
"13525","Rural","NA","Imbabura","Sierra","1","7","Dec-13","Casa / villa","Jefe de hogar"
"13526","Rural","NA","Imbabura","Sierra","1","8","Dec-13","Casa / villa","Jefe de hogar"
"13527","Rural","NA","Imbabura","Sierra","1","9","Dec-13","Casa / villa","Jefe de hogar"
"13528","Rural","NA","Imbabura","Sierra","1","10","Dec-13","Casa / villa","Jefe de hogar"
"13529","Rural","NA","Imbabura","Sierra","1","11","Dec-13","Casa / villa","Jefe y otras personas"
"13530","Rural","NA","Imbabura","Sierra","1","12","Dec-13","Casa / villa","Jefe de hogar"
"13531","Urbano","NA","Imbabura","Sierra","1","1","Sep-14","Casa / villa","NA"
"13532","Urbano","NA","Imbabura","Sierra","1","2","Sep-14","Departamento en casa o edificio","NA"
"13533","Urbano","NA","Imbabura","Sierra","1","3","Sep-14","Mediagua","Jefe(a) y cónyuge"
"13534","Urbano","NA","Imbabura","Sierra","1","4","Sep-14","Casa / villa","Jefe(a) y cónyuge"
"13535","Urbano","NA","Imbabura","Sierra","1","5","Sep-14","Departamento en casa o edificio","NA"
"13536","Urbano","NA","Imbabura","Sierra","1","6","Sep-14","Mediagua","NA"
"13537","Urbano","NA","Imbabura","Sierra","1","7","Sep-14","Casa / villa","Jefe de hogar"
"13538","Urbano","NA","Imbabura","Sierra","1","8","Sep-14","Casa / villa","Jefe de hogar"
"13539","Urbano","NA","Imbabura","Sierra","1","9","Sep-14","Casa / villa","NA"
"13540","Urbano","NA","Imbabura","Sierra","1","10","Sep-14","Casa / villa","Jefe de hogar"
"13541","Urbano","NA","Imbabura","Sierra","1","11","Sep-14","Casa / villa","NA"
"13542","Urbano","NA","Imbabura","Sierra","1","12","Sep-14","Casa / villa","NA"
"13543","Urbano","NA","Imbabura","Sierra","2","1","Jan-14","Casa / villa","Jefe de hogar"
"13544","Urbano","NA","Imbabura","Sierra","2","2","Jan-14","Casa / villa","Jefe de hogar"
"13545","Urbano","NA","Imbabura","Sierra","2","3","Jan-14","Casa / villa","Jefe de hogar"
"13546","Urbano","NA","Imbabura","Sierra","2","4","Jan-14","Mediagua","NA"
"13547","Urbano","NA","Imbabura","Sierra","2","5","Jan-14","Casa / villa","Jefe de hogar"
"13548","Urbano","NA","Imbabura","Sierra","2","6","Jan-14","Casa / villa","NA"
"13549","Urbano","NA","Imbabura","Sierra","2","7","Jan-14","Casa / villa","Cónyuge"
"13550","Urbano","NA","Imbabura","Sierra","2","8","Jan-14","Casa / villa","Jefe de hogar"
"13551","Urbano","NA","Imbabura","Sierra","2","9","Jan-14","Casa / villa","NA"
"13552","Urbano","NA","Imbabura","Sierra","2","10","Jan-14","Casa / villa","Jefe de hogar"
"13553","Urbano","NA","Imbabura","Sierra","2","11","Jan-14","Mediagua","NA"
"13554","Urbano","NA","Imbabura","Sierra","2","12","Jan-14","Casa / villa","Jefe de hogar"
"13555","Urbano","NA","Imbabura","Sierra","2","1","Sep-14","Mediagua","NA"
"13556","Urbano","NA","Imbabura","Sierra","2","2","Sep-14","Casa / villa","Cónyuge"
"13557","Urbano","NA","Imbabura","Sierra","2","3","Sep-14","Casa / villa","Jefe de hogar"
"13558","Urbano","NA","Imbabura","Sierra","2","4","Sep-14","Casa / villa","Jefe de hogar"
"13559","Urbano","NA","Imbabura","Sierra","2","5","Sep-14","Casa / villa","NA"
"13560","Urbano","NA","Imbabura","Sierra","2","6","Sep-14","Casa / villa","Jefe de hogar"
"13561","Urbano","NA","Imbabura","Sierra","2","7","Sep-14","Casa / villa","Jefe de hogar"
"13562","Urbano","NA","Imbabura","Sierra","2","8","Sep-14","Casa / villa","NA"
"13563","Urbano","NA","Imbabura","Sierra","2","9","Sep-14","Casa / villa","Jefe de hogar"
"13564","Urbano","NA","Imbabura","Sierra","2","10","Sep-14","Casa / villa","Jefe de hogar"
"13565","Urbano","NA","Imbabura","Sierra","2","11","Sep-14","Casa / villa","Jefe de hogar"
"13566","Urbano","NA","Imbabura","Sierra","2","12","Sep-14","Casa / villa","Jefe de hogar"
"13567","Rural","NA","Imbabura","Sierra","999","1","Jan-14","Casa / villa","Jefe de hogar"
"13568","Rural","NA","Imbabura","Sierra","999","2","Jan-14","Casa / villa","NA"
"13569","Rural","NA","Imbabura","Sierra","999","3","Jan-14","Casa / villa","NA"
"13570","Rural","NA","Imbabura","Sierra","999","4","Jan-14","Casa / villa","Jefe de hogar"
"13571","Rural","NA","Imbabura","Sierra","999","5","Jan-14","Casa / villa","Cónyuge"
"13572","Rural","NA","Imbabura","Sierra","999","6","Jan-14","Mediagua","NA"
"13573","Rural","NA","Imbabura","Sierra","999","7","Jan-14","Casa / villa","NA"
"13574","Rural","NA","Imbabura","Sierra","999","8","Jan-14","Casa / villa","NA"
"13575","Rural","NA","Imbabura","Sierra","999","9","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"13576","Rural","NA","Imbabura","Sierra","999","10","Jan-14","Casa / villa","NA"
"13577","Rural","NA","Imbabura","Sierra","999","11","Jan-14","Casa / villa","NA"
"13578","Rural","NA","Imbabura","Sierra","999","12","Jan-14","Departamento en casa o edificio","Jefe de hogar"
"13579","Rural","NA","Imbabura","Sierra","999","1","Jan-14","Mediagua","NA"
"13580","Rural","NA","Imbabura","Sierra","999","2","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"13581","Rural","NA","Imbabura","Sierra","999","3","Jan-14","Mediagua","Jefe de hogar"
"13582","Rural","NA","Imbabura","Sierra","999","4","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"13583","Rural","NA","Imbabura","Sierra","999","5","Jan-14","Casa / villa","NA"
"13584","Rural","NA","Imbabura","Sierra","999","6","Jan-14","Casa / villa","NA"
"13585","Rural","NA","Imbabura","Sierra","999","7","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"13586","Rural","NA","Imbabura","Sierra","999","8","Jan-14","Mediagua","NA"
"13587","Rural","NA","Imbabura","Sierra","999","9","Jan-14","Casa / villa","NA"
"13588","Rural","NA","Imbabura","Sierra","999","10","Jan-14","Mediagua","NA"
"13589","Rural","NA","Imbabura","Sierra","999","11","Jan-14","Mediagua","NA"
"13590","Rural","NA","Imbabura","Sierra","999","12","Jan-14","Casa / villa","Jefe de hogar"
"13591","Rural","NA","Imbabura","Sierra","999","1","Jan-14","Casa / villa","Jefe de hogar"
"13592","Rural","NA","Imbabura","Sierra","999","2","Jan-14","Mediagua","Jefe de hogar"
"13593","Rural","NA","Imbabura","Sierra","999","3","Jan-14","Casa / villa","Jefe de hogar"
"13594","Rural","NA","Imbabura","Sierra","999","4","Jan-14","Casa / villa","Jefe de hogar"
"13595","Rural","NA","Imbabura","Sierra","999","5","Jan-14","Casa / villa","NA"
"13596","Rural","NA","Imbabura","Sierra","999","6","Jan-14","Casa / villa","Jefe de hogar"
"13597","Rural","NA","Imbabura","Sierra","999","7","Jan-14","Casa / villa","Jefe de hogar"
"13598","Rural","NA","Imbabura","Sierra","999","8","Jan-14","Casa / villa","Jefe de hogar"
"13599","Rural","NA","Imbabura","Sierra","999","9","Jan-14","Casa / villa","Jefe de hogar"
"13600","Rural","NA","Imbabura","Sierra","999","10","Jan-14","Casa / villa","Jefe de hogar"
"13601","Rural","NA","Imbabura","Sierra","999","11","Jan-14","Casa / villa","Jefe de hogar"
"13602","Rural","NA","Imbabura","Sierra","999","12","Jan-14","Casa / villa","Jefe de hogar"
"13603","Urbano","NA","Imbabura","Sierra","2","1","Mar-14","Casa / villa","Jefe(a) y cónyuge"
"13604","Urbano","NA","Imbabura","Sierra","2","2","Mar-14","Casa / villa","Jefe(a) y cónyuge"
"13605","Urbano","NA","Imbabura","Sierra","2","3","Mar-14","Casa / villa","Jefe(a) y cónyuge"
"13606","Urbano","NA","Imbabura","Sierra","2","4","Mar-14","Casa / villa","Jefe(a) y cónyuge"
"13607","Urbano","NA","Imbabura","Sierra","2","5","Mar-14","Departamento en casa o edificio","NA"
"13608","Urbano","NA","Imbabura","Sierra","2","6","Mar-14","Casa / villa","Jefe(a) y cónyuge"
"13609","Urbano","NA","Imbabura","Sierra","2","7","Mar-14","Casa / villa","NA"
"13610","Urbano","NA","Imbabura","Sierra","2","8","Mar-14","Casa / villa","NA"
"13611","Urbano","NA","Imbabura","Sierra","2","9","Mar-14","Departamento en casa o edificio","NA"
"13612","Urbano","NA","Imbabura","Sierra","2","10","Mar-14","Casa / villa","Jefe(a) y cónyuge"
"13613","Urbano","NA","Imbabura","Sierra","2","11","Mar-14","Cuarto en casa de inquilinato","NA"
"13614","Urbano","NA","Imbabura","Sierra","2","12","Mar-14","Casa / villa","Jefe(a) y cónyuge"
"13615","Urbano","NA","Imbabura","Sierra","4","1","Sep-14","Casa / villa","Otros miembros del hogar"
"13616","Urbano","NA","Imbabura","Sierra","4","2","Sep-14","Casa / villa","NA"
"13617","Urbano","NA","Imbabura","Sierra","4","3","Sep-14","Casa / villa","Jefe(a) y cónyuge"
"13618","Urbano","NA","Imbabura","Sierra","4","4","Sep-14","Casa / villa","Jefe(a) y cónyuge"
"13619","Urbano","NA","Imbabura","Sierra","4","5","Sep-14","Departamento en casa o edificio","NA"
"13620","Urbano","NA","Imbabura","Sierra","4","6","Sep-14","Casa / villa","NA"
"13621","Urbano","NA","Imbabura","Sierra","4","7","Sep-14","Casa / villa","Jefe(a) y cónyuge"
"13622","Urbano","NA","Imbabura","Sierra","4","8","Sep-14","Cuarto en casa de inquilinato","NA"
"13623","Urbano","NA","Imbabura","Sierra","4","9","Sep-14","Mediagua","NA"
"13624","Urbano","NA","Imbabura","Sierra","4","10","Sep-14","Casa / villa","NA"
"13625","Urbano","NA","Imbabura","Sierra","4","11","Sep-14","Casa / villa","Cónyuge"
"13626","Urbano","NA","Imbabura","Sierra","4","12","Sep-14","Departamento en casa o edificio","NA"
"13627","Urbano","NA","Imbabura","Sierra","4","1","Mar-14","Mediagua","Jefe de hogar"
"13628","Urbano","NA","Imbabura","Sierra","4","2","Mar-14","Casa / villa","Jefe(a) y cónyuge"
"13629","Urbano","NA","Imbabura","Sierra","4","3","Mar-14","Mediagua","Jefe de hogar"
"13630","Urbano","NA","Imbabura","Sierra","4","4","Mar-14","Casa / villa","Jefe de hogar"
"13631","Urbano","NA","Imbabura","Sierra","4","5","Mar-14","Casa / villa","NA"
"13632","Urbano","NA","Imbabura","Sierra","4","6","Mar-14","Mediagua","Jefe de hogar"
"13633","Urbano","NA","Imbabura","Sierra","4","7","Mar-14","Mediagua","NA"
"13634","Urbano","NA","Imbabura","Sierra","4","8","Mar-14","Mediagua","Jefe de hogar"
"13635","Urbano","NA","Imbabura","Sierra","4","9","Mar-14","Casa / villa","Cónyuge"
"13636","Urbano","NA","Imbabura","Sierra","4","10","Mar-14","Casa / villa","Jefe de hogar"
"13637","Urbano","NA","Imbabura","Sierra","4","11","Mar-14","Mediagua","NA"
"13638","Urbano","NA","Imbabura","Sierra","4","12","Mar-14","Casa / villa","Jefe de hogar"
"13639","Urbano","NA","Imbabura","Sierra","1","1","Mar-14","Casa / villa","Jefe de hogar"
"13640","Urbano","NA","Imbabura","Sierra","1","2","Mar-14","Casa / villa","NA"
"13641","Urbano","NA","Imbabura","Sierra","1","3","Mar-14","Casa / villa","Jefe de hogar"
"13642","Urbano","NA","Imbabura","Sierra","1","4","Mar-14","Casa / villa","Jefe de hogar"
"13643","Urbano","NA","Imbabura","Sierra","1","5","Mar-14","Casa / villa","NA"
"13644","Urbano","NA","Imbabura","Sierra","1","6","Mar-14","Casa / villa","NA"
"13645","Urbano","NA","Imbabura","Sierra","1","7","Mar-14","Casa / villa","Jefe de hogar"
"13646","Urbano","NA","Imbabura","Sierra","1","8","Mar-14","Casa / villa","NA"
"13647","Urbano","NA","Imbabura","Sierra","1","9","Mar-14","Departamento en casa o edificio","NA"
"13648","Urbano","NA","Imbabura","Sierra","1","10","Mar-14","Casa / villa","Jefe de hogar"
"13649","Urbano","NA","Imbabura","Sierra","1","11","Mar-14","Casa / villa","NA"
"13650","Urbano","NA","Imbabura","Sierra","1","12","Mar-14","Casa / villa","Jefe de hogar"
"13651","Rural","NA","Imbabura","Sierra","1","1","Mar-14","Casa / villa","Jefe de hogar"
"13652","Rural","NA","Imbabura","Sierra","1","2","Mar-14","Casa / villa","Jefe de hogar"
"13653","Rural","NA","Imbabura","Sierra","1","3","Mar-14","Casa / villa","NA"
"13654","Rural","NA","Imbabura","Sierra","1","4","Mar-14","Casa / villa","NA"
"13655","Rural","NA","Imbabura","Sierra","1","5","Mar-14","Mediagua","NA"
"13656","Rural","NA","Imbabura","Sierra","1","6","Mar-14","Departamento en casa o edificio","Jefe de hogar"
"13657","Rural","NA","Imbabura","Sierra","1","7","Mar-14","Mediagua","NA"
"13658","Rural","NA","Imbabura","Sierra","1","8","Mar-14","Casa / villa","Jefe de hogar"
"13659","Rural","NA","Imbabura","Sierra","1","9","Mar-14","Mediagua","NA"
"13660","Rural","NA","Imbabura","Sierra","1","10","Mar-14","Casa / villa","NA"
"13661","Rural","NA","Imbabura","Sierra","1","11","Mar-14","Casa / villa","Jefe de hogar"
"13662","Rural","NA","Imbabura","Sierra","1","12","Mar-14","Casa / villa","NA"
"13663","Rural","NA","Imbabura","Sierra","1","1","Mar-14","Casa / villa","Jefe de hogar"
"13664","Rural","NA","Imbabura","Sierra","1","2","Mar-14","Mediagua","NA"
"13665","Rural","NA","Imbabura","Sierra","1","3","Mar-14","Casa / villa","NA"
"13666","Rural","NA","Imbabura","Sierra","1","4","Mar-14","Casa / villa","Jefe de hogar"
"13667","Rural","NA","Imbabura","Sierra","1","5","Mar-14","Mediagua","NA"
"13668","Rural","NA","Imbabura","Sierra","1","6","Mar-14","Casa / villa","Jefe de hogar"
"13669","Rural","NA","Imbabura","Sierra","1","7","Mar-14","Casa / villa","NA"
"13670","Rural","NA","Imbabura","Sierra","1","8","Mar-14","Casa / villa","Jefe de hogar"
"13671","Rural","NA","Imbabura","Sierra","1","9","Mar-14","Casa / villa","Jefe de hogar"
"13672","Rural","NA","Imbabura","Sierra","1","10","Mar-14","Mediagua","NA"
"13673","Rural","NA","Imbabura","Sierra","1","11","Mar-14","Casa / villa","Jefe de hogar"
"13674","Rural","NA","Imbabura","Sierra","1","12","Mar-14","Casa / villa","Cónyuge"
"13675","Rural","NA","Imbabura","Sierra","999","1","May-14","Casa / villa","NA"
"13676","Rural","NA","Imbabura","Sierra","999","2","May-14","Casa / villa","Cónyuge"
"13677","Rural","NA","Imbabura","Sierra","999","3","May-14","Casa / villa","Jefe de hogar"
"13678","Rural","NA","Imbabura","Sierra","999","4","May-14","Casa / villa","Jefe(a) y cónyuge"
"13679","Rural","NA","Imbabura","Sierra","999","5","May-14","Casa / villa","NA"
"13680","Rural","NA","Imbabura","Sierra","999","6","May-14","Casa / villa","Jefe de hogar"
"13681","Rural","NA","Imbabura","Sierra","999","7","May-14","Mediagua","NA"
"13682","Rural","NA","Imbabura","Sierra","999","8","May-14","Casa / villa","NA"
"13683","Rural","NA","Imbabura","Sierra","999","9","May-14","Casa / villa","NA"
"13684","Rural","NA","Imbabura","Sierra","999","10","May-14","Casa / villa","Cónyuge"
"13685","Rural","NA","Imbabura","Sierra","999","11","May-14","Casa / villa","Jefe de hogar"
"13686","Rural","NA","Imbabura","Sierra","999","12","May-14","Casa / villa","Jefe de hogar"
